text,label,clean_text,char_count,word_count,avg_word_length,clean_word_count,exclamation_count,question_count,comma_count,dots_count,total_punctuation,has_emoji,emoji_count,hashtag_count,mention_count,has_hashtag,has_mention,elongation_count,has_elongation,repeated_word_count,repetition_ratio,has_repetition,negation_count,has_negation,has_egyptian,religious_term_count,has_religious_term,positive_words_count,negative_words_count,has_positive_word,has_negative_word
_الأسواني لم ينتخب مرسي وطالب بمقاطعة الانتخابات بتاريخ 4 يونيو في مقاله:قبل أن تدلي بصوتك في الاعادة الرابط,OBJ,الاسواني ينتخب مرسي وطالب بمقاطعه الانتخابات بتاريخ مقاله ان تدلي بصوتك الاعاده الرابط,108,19,5.055555555555555,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
"سلطات مطار #الأقصر تفحص طائرة تجسس بحوزة راكب عائد من #جدة """,OBJ,سلطات مطار الاقصر تفحص طائره تجسس بحوزه راكب عائد جده,60,11,4.083333333333333,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2050 بص يا سيدي انا ضد فض أي اعتصام بالقوة وأعلنت ده بعد الحرس الجمهوري وأيضاً غلق المحطات ولكن هذا لن يجعلني ادعم طفاسة قيادات فاشلة,NEG,بص سيدي انا ضد فض اي اعتصام بالقوه واعلنت ده الحرس الجمهوري وايضا غلق المحطات يجعلني ادعم طفاسه قيادات فاشله,133,26,4.153846153846154,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,1,0,0,0,1,0,1
إمام مسجد سيدي جابر طلع علي المنبر و استقال و قال الأوقاف عايزاني بالعافية اوجه الناس لتأييد قرارات الرئيس في الخطبة,NEG,امام مسجد سيدي جابر طلع علي المنبر استقال قال الاوقاف عايزاني بالعافيه اوجه الناس لتاييد قرارات الرئيس الخطبه,116,21,4.571428571428571,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,1,0,0,0,0,0,0
"#اختاه ​​عندما يتأخر زواجك * فتذكري السيدة خديجة عليها السلام صبرت وأخذت أعظم رجل في العالم ♡""""""",OBJ,اختاه عندما يتاخر زواجك فتذكري السيده خديجه عليها السلام صبرت واخذت اعظم رجل العالم,96,15,4.705882352941177,14,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0,3,1,0,0,0,0,0,0,0
#الميدان:المحكمة الافريقية تقبل دعوى الحرية والعدالة و تلزم مصر بوقف إعدامات محكمة المنيا,OBJ,الميدان المحكمه الافريقيه تقبل دعوي الحريه والعداله تلزم مصر بوقف اعدامات محكمه المنيا,89,14,5.923076923076923,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
أتواصل مع أصدقائي في حزب الدستور واساعدهم بالافكار لكنى مؤمن بان الكاتب لا يجب ان ينتمى لاى حزب وانما يظل مستقلا حتى يحتفظ بوضوح الرؤية,OBJ,اتواصل اصدقائي حزب الدستور واساعدهم بالافكار لكني مؤمن بان الكاتب يجب ان ينتمي لاي حزب وانما يظل مستقلا حتي يحتفظ بوضوح الرؤيه,135,25,4.44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,1,5,1,1,0,0,0,0,0,0
إن ذكر الرحمن يُذهب الأحزان #أحبك_ربي,POS,ان ذكر الرحمن يذهب الاحزان احبك ربي,37,7,5.333333333333333,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
تم الموافقة علي طلبات التقصير بشأن الجمعية التأسيسية ليوم الثلاثاء القادم بدل 4 سبتمبر، ربنا يوفق,OBJ,تم الموافقه علي طلبات التقصير بشان الجمعيه التاسيسيه ليوم الثلاثاء القادم بدل ربنا يوفق,97,16,5.125,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,0,0,0,0
الأسواني: الدم سوف يعلق بيد كل من يشترك في هذه الانتخابات الباطلة فلنقاطع الانتخابات وننضم الى,NEG,الاسواني الدم يعلق يشترك الانتخابات الباطله فلنقاطع الانتخابات وننضم الي,94,16,4.9375,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2,1,3,1,0,0,0,0,1,0,1
أبطال مصر من بدو سيناء يفتحون قلوبهم في الذكرى السابعة والثلاثين لنصر أكتوبر مع يسري فودة اليوم العاشرة مساء بتوقيت القاهرة على,OBJ,ابطال مصر بدو سيناء يفتحون قلوبهم الذكري السابعه والثلاثين لنصر يسري فوده اليوم العاشره بتوقيت القاهره علي,127,22,4.818181818181818,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
على بالي ولا انت داري باللي جرالي والليالي سنين طويلة سبتهالي يا انشغالي بكل كلمة قلتهالي #شيرين,OBJ,علي بالي انت داري باللي جرالي والليالي سنين طويله سبتهالي انشغالي بكل كلمه قلتهالي شيرين,96,17,4.705882352941177,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
دعبد المنعم أبو الفتوح ( التعدديه اثراء وتنوع واكثر فائده للمجتمعالتعدديه مطلوبةوهى ليست انقسام وفرقة),OBJ,دعبد المنعم ابو الفتوح التعدديه اثراء وتنوع واكثر فائده للمجتمعالتعدديه مطلوبهوهي انقسام وفرقه,102,14,5.866666666666666,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,1,0,0,0,0,0,0
مبروك ومبروك - ولكل الزملاء واشكر كل من ساهم بانجاح هذا الانجاز الراقي اليوم #نقابة_الصحفيين,POS,مبروك ومبروك ولكل الزملاء واشكر ساهم بانجاح الانجاز الراقي اليوم نقابه الصحفيين,92,14,5.2,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
#الروح_و_الجسد #مصطفي_محمود,OBJ,الروح الجسد مصطفي محمود,27,2,13.0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
عودة إلى عصر المحميات في الخليج كل #أردني و #سوري لازم يقرأ الجزء الأول كل #سعودي لااازم يقرأها كااام…,OBJ,عوده الي عصر المحميات الخليج اردني سوري لازم يقرا الجزء الاول سعودي لازم يقراها كام,102,19,4.421052631578948,15,0,0,0,0,0,0,0,3,0,1,0,2,1,1,0.13333333333333333,1,3,1,0,0,0,0,0,0,0
#تواصل_مع_المجد #شبكة_الم,OBJ,تواصل المجد شبكه الم,25,2,12.0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
ثمان غارات بالطائرات ل #النظام على مدينة #دومة وخمسة عشر على #المليحة في #الغوطة_الشرقية نسأل الله أن يرد كيدهم في نحرهم وأن…,NEG,غارات بالطائرات النظام علي مدينه دومه وخمسه علي المليحه الغوطه الشرقيه نسال الله ان يرد كيدهم نحرهم وان,125,22,4.7272727272727275,18,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0.1111111111111111,1,3,1,1,1,1,0,0,0,0
عرض الاسبوع 10 ألاف متابع #درر #حكم #حكمه #حكمة #ابيات #النصر #الهلال #الفتح #كلمات #كلمة #بوح #الاتحاد [2299247],OBJ,عرض الاسبوع الاف متابع درر حكم حكمه حكمه ابيات النصر الهلال الفتح كلمات كلمه بوح الاتحاد,113,18,5.333333333333333,16,0,0,0,0,0,0,0,12,0,1,0,0,0,1,0.125,1,8,1,0,0,0,0,0,0,0
ده بس من ذوقك,OBJ,ده ذوقك,13,4,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
"وحدتنا التي أفسدتها بإخلافك المستمر لوعودك؟ والإعلان غير الدستوري الذي قسم المصريين؟ "": قوتنا في وحدتنا #الرئيس""",NEG,وحدتنا افسدتها باخلافك المستمر لوعودك والاعلان الدستوري قسم المصريين قوتنا وحدتنا الرئيس,112,16,5.647058823529412,12,0,2,0,0,3,0,0,1,0,1,0,0,0,1,0.16666666666666666,1,5,1,0,0,0,0,0,0,0
هامش للديمقراطية نحو مقاومة جادة للتمييز وللطائفية - عمرو حمزاوي - بوابة الشروق,OBJ,هامش للديمقراطيه مقاومه جاده للتمييز وللطائفيه عمرو حمزاوي بوابه الشروق,79,11,5.153846153846154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
"من كثر التحلطم اللي يسري بدم الكويتي حتى إذا شاف سيارة مكتوب عليها "" ما شاء الله"" #لازم يقول : شدعوه عندك فراري عاد",NEG,كثر التحلطم اللي يسري بدم الكويتي حتي اذا شاف سياره مكتوب عليها شاء الله لازم يقول شدعوه عندك فراري,115,22,3.8333333333333335,19,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,1,1,0,0,0,0
"""بحبك"" أرسلها لزوجتك أرسليها لزوجك - جرب و هتدعيلى",OBJ,بحبك ارسلها لزوجتك ارسليها لزوجك جرب هتدعيلي,50,8,4.666666666666667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
بعد إن تعلن نتائج انتخابات التأسيسية ومعرفة تشكيلها النهائي ساتجه,OBJ,ان تعلن نتائج انتخابات التاسيسيه ومعرفه تشكيلها النهائي ساتجه,65,10,5.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
#الفرسان_كورة | اخبار | الغموض يحيط بمشاركة #جدو أمام #الدفاع_الجديدى_المغربى,OBJ,الفرسان كوره اخبار الغموض يحيط بمشاركه جدو امام الدفاع الجديدي المغربي,77,8,6.8,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,3,1,0,1,1,0,0,0,0
ابو اسماعيل امه امريكية لا مش امريكية طب فين الجرين كارد طب ده ماسك عيكم مستندات و فالاخر #فسسسسسس,OBJ,ابو اسماعيل امه امريكيه مش امريكيه طب فين الجرين كارد طب ده ماسك عيكم مستندات فالاخر فس,98,19,4.2105263157894735,17,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0.23529411764705882,1,5,1,1,0,0,0,0,0,0
# أفضل عشرة مواقع #تبادل_رتويت #لايكات و #متابعين مجاني …,OBJ,افضل عشره مواقع تبادل رتويت لايكات متابعين مجاني,57,8,4.8,8,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
استاذ يسرى ادخل عندى هتلاقى زرار مكتوب عليه فلو دوس عليه هينور ازرق بجد و الله هينور ازرق و لو مش مص,OBJ,استاذ يسري ادخل عندي هتلاقي زرار مكتوب فلو دوس هينور ازرق بجد الله هينور ازرق مش مص,100,22,3.590909090909091,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23529411764705882,1,2,1,0,1,1,0,0,0,0
#توفيق_عكاشة: #محمد_رمضان دا شمام وسمكري بوابير جاز,NEG,توفيق عكاشه محمد رمضان دا شمام وسمكري بوابير جاز,51,7,6.428571428571429,9,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
#ابراهيم_عيسى ساخرا : هل يوجد علاقة واضحة بين تاريخنا #السياسي و (الراقصات) #العوالم,NEG,ابراهيم عيسي ساخرا يوجد علاقه واضحه تاريخنا السياسي الراقصات العوالم,84,12,5.538461538461538,10,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
وكما ادخل المجلس العسكرى نفسه دائرة الشبهات فإن اللجنة قد وضعت نفسها بهذا القرار فى مرمى السهام، اللجنة والمجلس وجهان لعملة واحدة,NEG,وكما ادخل المجلس العسكري نفسه دائره الشبهات فان اللجنه وضعت نفسها بهذا القرار مرمي السهام اللجنه والمجلس وجهان لعمله واحده,129,22,4.909090909090909,20,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.1,1,3,1,0,0,0,0,0,0,0
تهنئة لكل طالب وطالبة قضوا ما يزيد عن 150 يوماً معتصمين وواجهوا كل انواع التنكيل #جامعة_النيل,POS,تهنئه لكل طالب وطالبه قضوا يزيد يوما معتصمين وواجهوا انواع التنكيل جامعه النيل,93,16,4.875,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
اليوم السابع | #محلب: تجربة #الانتخابات_الرئاسية في #مصر ستترك علامة بارزة في العالم,OBJ,اليوم السابع محلب تجربه الانتخابات الرئاسيه مصر ستترك علامه بارزه العالم,84,12,5.538461538461538,11,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0,3,1,0,1,1,0,0,0,0
": #تعطل_الواتساب #توقف_الواتساب #الواتساب_معلق تأملو هكذا """,OBJ,تعطل الواتساب توقف الواتساب الواتساب معلق تاملو,59,5,7.571428571428571,7,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0.42857142857142855,1,0,0,0,0,0,0,0,0,0
الشروق - عن تفتيت الأصوات فى الانتخابات وواجب المشاركة:,OBJ,الشروق تفتيت الاصوات الانتخابات وواجب المشاركه,55,8,5.222222222222222,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
حاميها حراميها ,NEG,حاميها حراميها,15,2,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1
#نفسك_فى_أية_فى_الجنة_؟ نكلم الرسول صلى الله عليه و سلم =],POS,نفسك ايه الجنه نكلم الرسول صلي الله سلم,58,8,5.555555555555555,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,3,1,0,0,0,0
"قصة الشاب السعودي ""منصور"" وحلقة جديدة من حلقات بسمة أمل",OBJ,قصه الشاب السعودي منصور وحلقه جديده حلقات بسمه امل,55,10,4.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
ولي ولي العهد!! معالي وزير الوزارتين!! #عشنا_وشفنا,NEG,ولي ولي العهد معالي وزير الوزارتين عشنا وشفنا,50,7,6.285714285714286,8,4,0,0,0,4,0,0,1,0,1,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0
عاجل: طارق المومني نقيباً للصحفيين #الأردن نقابة_الصحفيين,OBJ,عاجل طارق المومني نقيبا للصحفيين الاردن نقابه الصحفيين,57,7,7.285714285714286,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
لن تتقدم #مصر طالما بقيت فيها أبواق للتدليس مثل #هيكل وطالما بقيت فيها آذان تستمع له وعقول تنبهر به وبتخاريفه وحكاياته…,NEG,تتقدم مصر بقيت ابواق للتدليس هيكل وطالما بقيت اذان تستمع وعقول تنبهر وبتخاريفه وحكاياته,119,21,4.714285714285714,14,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0.14285714285714285,1,6,1,0,0,0,0,0,0,0
2- يجب على قيادات الجيش تدارك الوضع بسحب بيانهم ضد الرئيس الشرعي وفرض عين على كل مسلم في مصر أن يقف خلف رئيسه الشرعى وأن يسعى ل…,OBJ,يجب علي قيادات الجيش تدارك الوضع بسحب بيانهم ضد الرئيس الشرعي وفرض علي مسلم مصر ان يقف رئيسه الشرعي وان يسعي,128,27,3.7777777777777777,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.19047619047619047,1,1,1,0,0,0,0,0,0,0
الاعداد عدة ألاف على المساء ممكن توصل 200 ألف مع وصول مسيراتهم كلها,OBJ,الاعداد عده الاف علي المساء ممكن توصل الف وصول مسيراتهم كلها,67,13,4.230769230769231,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
طالما إنت مصدق إن الداخلية كانت بتغطي حمادة مش بتعريه ولا تسحله أنا كمان هاصدق إنكو بتبعتو ناس تغتصب البنات في التحرير وتقتل الناس في كل حتة,NEG,انت مصدق ان الداخليه كانت بتغطي حماده مش بتعريه تسحله انا كمان هاصدق انكو بتبعتو ناس تغتصب البنات التحرير وتقتل الناس حته,140,27,4.222222222222222,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,1,0,0,0,0,0,0,0
"#السعاده ان يكون من نحب بخير وعافيه فنحن نشعر بهم ونهتم لامرهم حتى لو لم نراهم 3""",POS,السعاده ان يكون نحب بخير وعافيه فنحن نشعر ونهتم لامرهم حتي نراهم,81,17,3.823529411764706,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,1,0,0,0,0,0,0
الحركه الوطنيه يهنيء الشعب بعيد تحرير سيناء هنأ #حزب_الحركة_الوطنية_المصرية بقيادة الفريق #أحمد_شفيق الشعب,OBJ,الحركه الوطنيه يهنيء الشعب بعيد تحرير سيناء حزب الحركه الوطنيه المصريه بقياده الفريق احمد شفيق الشعب,106,13,7.230769230769231,16,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0.375,1,1,1,0,0,0,0,0,0,0
احد ضحايا الاخوان اصابوه برصاصة في قدمه ثم عذبوه ببشاعة داخل الجامع هو احمد ثابت عضو 6 ابريل وهو يعالج الان في مستشفى البترول بالإسكندرية,NEG,احد ضحايا الاخوان اصابوه برصاصه قدمه عذبوه ببشاعه داخل الجامع احمد ثابت عضو يعالج الان مستشفي البترول بالاسكندريه,137,25,4.52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
عدت للقاهرة منذ قليل وتصادف وصولي للمطار مع وصول منتخب كرة القدم المصري للصم والبكم عائدا من تركيا بعد فوزه بالمركز الثاني ببطولة العالم,OBJ,عدت للقاهره قليل وتصادف وصولي للمطار وصول منتخب كره القدم المصري للصم والبكم عائدا تركيا فوزه بالمركز الثاني ببطوله العالم,136,24,4.708333333333333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
كم منا يتذكر نورا بعد نور؟ النور لا يأتي إلا بعد ظلام,OBJ,منا يتذكر نورا نور النور ياتي الا ظلام,53,12,3.5,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
#الرياض #جدة #الدمام #القصيم #الأحساء #حفر الباطن #الجوف #عرعر #أبها #عسير #الخرج خمس الاف بـ 200 ريال 17,OBJ,الرياض جده الدمام القصيم الاحساء حفر الباطن الجوف عرعر ابها عسير الخرج الاف بـ,105,18,4.888888888888889,14,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
اشكو لمن رفع السما بلا عمد الهي تعالي مقتدر في علاه #السيرة #دينا_الوديدي,OBJ,اشكو لمن رفع السما بلا عمد الهي تعالي مقتدر علاه السيره دينا الوديدي,73,13,4.6923076923076925,13,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
لا تنتصر لنفسك و لكن انتصر للحق و تعلم من الإمام الشافعى حين قال : ما ناظرت أحداً قط إلا تمنيت أن يجرى الله الحق على لسانه,POS,تنتصر لنفسك انتصر للحق تعلم الامام الشافعي قال ناظرت احدا قط الا تمنيت ان يجري الله الحق علي لسانه,122,26,3.5555555555555554,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,6,1,0,1,1,0,0,0,0
#اكتب_رساله_لشخص_دون_ذكر_اسمه الحياة ي صاحبي أجمل من بشاعة الحزن لا تحزن ابتسم وتفائل دائما ، وكن على يقين لن يصيبنا إلا …,POS,اكتب رساله لشخص ذكر اسمه الحياه صاحبي اجمل بشاعه الحزن تحزن ابتسم وتفائل دائما وكن علي يقين يصيبنا الا,122,19,4.857142857142857,19,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
الصبح لما بييجي ببقي حاسس بإنتصارالليل يعدي عليا وأنا واقف في إنكسارأما ما بينهم في عزيمة وقرارات بتضيع علي أخر النهار #كراكيب #وسط_البلد,OBJ,الصبح بييجي ببقي حاسس بانتصارالليل يعدي عليا وانا واقف انكساراما بينهم عزيمه وقرارات بتضيع علي اخر النهار كراكيب وسط البلد,137,23,5.0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
أنا كبلال إنبسطت :),OBJ,انا كبلال انبسطت,19,3,4.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
"#النائب_العام يحيل #برهامي لـ""استئناف #القاهرة"" في بلاغات تتهمه بـ #ازدراء_الأديان أحال المستشار هشام بركات،",OBJ,النائب العام يحيل برهامي لـ استئناف القاهره بلاغات تتهمه بـ ازدراء الاديان احال المستشار هشام بركات,108,15,6.785714285714286,16,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
اليوم ال98 لإضراب #عبدالله_الشامي عن الطعام #الحرية_لعبدالله_الشامي #معركة_الأمعاء_الخاوية #أنا_مش_رقم #الحرية_للجدعان #,OBJ,اليوم ال لاضراب عبدالله الشامي الطعام الحريه لعبدالله الشامي معركه الامعاء الخاويه انا مش رقم الحريه للجدعان,120,10,10.0,17,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0.23529411764705882,1,1,1,1,1,1,0,0,0,0
04 _ # تدعون للدين وتنشرون الأكاذيب، لم أكن أبدا عضوا بالوطني انتم تتاجرون بالدين,NEG,تدعون للدين وتنشرون الاكاذيب اكن ابدا عضوا بالوطني انتم تتاجرون بالدين,81,14,4.466666666666667,11,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
حتى في الحرب في مواثيق حقوق انسان,OBJ,حتي الحرب مواثيق حقوق انسان,33,7,3.857142857142857,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
جوارديولا يقترب من مانشستر سيتي,OBJ,جوارديولا يقترب مانشستر سيتي,31,5,5.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,0,0,0,0
يستضيفنى الليلة برنامج نادى العاصمة فى تمام الساعة 12 على القناة الفضائية المصرية,OBJ,يستضيفني الليله برنامج نادي العاصمه تمام الساعه علي القناه الفضائيه المصريه,81,13,5.3076923076923075,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
مسيرة احرار وجدعان #المعادى الان #حاميها_حراميها #مرسي_رئيسي مكملين,OBJ,مسيره احرار وجدعان المعادي الان حاميها حراميها مرسي رئيسي مكملين,67,8,7.5,10,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,1
ذكريات الثانوي #صورة #تصوير #صور #مصور #ذكرى #هاجوس # عشاء #سراة_عبيدة #رسم #إبداع #فله #فلة…,OBJ,ذكريات الثانوي صوره تصوير صور مصور ذكري هاجوس عشاء سراه عبيده رسم ابداع فله فله,93,14,5.266666666666667,15,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0.13333333333333333,1,0,0,0,0,0,0,0,0,0
"منع ""#سما_المصري"" من الغناء بمصر لتحريضها على الفجور #السعودية #الرياض #الدمام #القصيم #تبوك #جدة #القطيف #العوامية",NEG,منع سما المصري الغناء بمصر لتحريضها علي الفجور السعوديه الرياض الدمام القصيم تبوك جده القطيف العواميه,115,16,6.25,16,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
#الميدان|#جامعة_المنيا |#انتهاكات|الحبس 11 سنة و غرامة 130 ألف جنيه لطالب ثانوي بعد إطلاق الرصاص عليه وإصابته,OBJ,الميدان جامعه المنيا انتهاكات الحبس سنه غرامه الف لطالب ثانوي اطلاق الرصاص واصابته,109,18,5.875,13,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
#دعوة_الصائم_لاترد اللهم أغفر لي ذنبي وأجلي همي وبدد وحشتي وأنر قلبي بذكرك وطاعتك وأجعل الخير مفاتح دربي والصدق نور طريقي,POS,دعوه الصائم لاترد اللهم اغفر ذنبي واجلي همي وبدد وحشتي وانر قلبي بذكرك وطاعتك واجعل الخير مفاتح دربي والصدق نور طريقي,121,20,5.1,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,1,3,1,0,0,0,0
في مواجهة نظام الملالي المجرم فالحل الوحيد هو الصمود والنضال ضد غاصبي حق سيادة الشعب والعمال والكادحين #عيد_العمال #اي…,NEG,مواجهه نظام الملالي المجرم فالحل الوحيد الصمود والنضال ضد غاصبي حق سياده الشعب والعمال والكادحين عيد العمال اي,119,19,5.315789473684211,18,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,6,1,0,0,0,0,0,0,0
اجمل ما رأت عيني في #معرض_الكتاب ، ️,POS,اجمل رات عيني معرض الكتاب,36,6,3.625,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
قوات الأمن تعتقل عدد من طلاب الإخوان المتورطين في أعمال التخريب بجامعة الأزهر,OBJ,قوات الامن تعتقل عدد طلاب الاخوان المتورطين اعمال التخريب بجامعه الازهر,77,13,5.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,1
"#رصد|#عاجل| نائب رئيس الوزراء التركي ""بولنت أرينتش"" معلقاً على أحكام الإعدام في #مصر قبل قليل : ""نأمل أن لا يصل",OBJ,رصد عاجل نائب رئيس الوزراء التركي بولنت ارينتش معلقا علي احكام الاعدام مصر قليل نامل ان يصل,111,20,4.6,17,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
- تعتذر عن السب و القذف 2-هل يترك الثوار أماكنهم و يهربون ام يواجهون 3- عينة ثائر الناشف مرفوضة 4- ما تمسحش تويتة السب و القذف,OBJ,تعتذر السب القذف يترك الثوار اماكنهم يهربون ام يواجهون عينه ثائر الناشف مرفوضه تمسحش تويته السب القذف,126,26,3.8846153846153846,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23529411764705882,1,3,1,0,1,1,0,0,0,0
تفووووووووو #غزة_تحت_القصف,NEG,تفو غزه القصف,26,2,12.5,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0
مضمون كلمة الرئيس، الاستعلاء على المطالب الشعبية والدفاع عن الأخطاء عوضا عن التراجع عنها وتبرير عنف جماعته ودعوة حوار شكلية، لك الله يا مصر,NEG,مضمون كلمه الرئيس الاستعلاء علي المطالب الشعبيه والدفاع الاخطاء عوضا التراجع عنها وتبرير عنف جماعته ودعوه حوار شكليه الله مصر,139,24,4.833333333333333,20,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0,5,1,0,1,1,0,0,0,0
عبد الباسط حمودة: أغنية جديدة لدعم #السيسي في #الانتخابات_الرئاسية #مصر #طرب #غناء #سأنتخب_السيسي # #,OBJ,عبد الباسط حموده اغنيه جديده لدعم السيسي الانتخابات الرئاسيه مصر طرب غناء سانتخب السيسي,101,13,5.8,14,0,0,0,0,1,0,0,6,0,1,0,0,0,1,0.14285714285714285,1,1,1,0,1,1,0,0,0,0
دراما رمضان المصرية.. الكباريه الكبير ,NEG,دراما رمضان المصريه الكباريه الكبير,38,5,6.6,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
